Id,ClaseMS,ZonificaciónMS,FrenteLote,ÁreaLote,Calle,Callejón,FormaLote,ContornoTerreno,Servicios,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,ÁreaPiscina,CalidadPiscina,Cerca,CaracterísticaMiscelánea,ValorMisceláneo,MesVenta,AñoVenta,TipoVenta,CondiciónVenta,PrecioVenta
741,70,Residencial media densidad,60.0,9600,Pavimentada,Grvl,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,OldTown,Normal,Normal,Unifamiliar,2 plantas,5,7,1910,2002,A dos aguas,Teja compuesta,Revestimiento madera,Tejas madera,Ninguno,0.0,TA,Gd,Ladrillo-teja,Fa,Fa,No,Unf,0,Unf,0,264,264,Gas aire forzado,Excelente,Sí,Disyuntores estándar,768,664,0,1432,0,0,2,0,2,1,TA,7,Típico,0,,Independiente,1910.0,Sin terminar,2,360,Típica/Aceptable,Buena,Sí,270,0,112,0,0,0,,GdPrv,,0,5,2007,Escritura de garantía,Anormal,132000
742,20,Residencial baja densidad,65.0,6768,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,Sawyer,Calle alimentadora,Normal,Unifamiliar,1 planta,6,8,1961,1996,A cuatro aguas,Teja compuesta,Tablero duro,Tablero duro,Ninguno,0.0,TA,Gd,Bloque cemento,TA,TA,Mn,GLQ,832,Unf,0,80,912,Gas aire forzado,Buena,Sí,Disyuntores estándar,912,0,0,912,1,1,1,0,3,1,Gd,5,Típico,0,,Independiente,1962.0,Sin terminar,1,288,Típica/Aceptable,Típica/Aceptable,Sí,168,0,0,0,0,0,,GdPrv,,0,5,2008,Escritura de garantía,Normal,142000
743,20,Residencial baja densidad,65.0,8450,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,SawyerW,Normal,Normal,Unifamiliar,1 planta,7,5,2000,2001,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ladrillo a la vista,108.0,TA,TA,Hormigón vertido,Gd,TA,No,Unf,0,Unf,0,1349,1349,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1349,0,0,1349,0,0,2,0,3,1,TA,6,Típico,0,,Adosado,2000.0,Sin terminar,2,539,Típica/Aceptable,Típica/Aceptable,Sí,120,55,0,0,0,0,,GdPrv,,0,12,2007,Escritura de garantía,Normal,179000
744,80,Residencial baja densidad,70.0,12886,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,Sawyer,Normal,Normal,Unifamiliar,Nivel dividido,5,6,1963,1999,A dos aguas,Teja compuesta,Tablero duro,Tablero duro,Ninguno,0.0,TA,TA,Bloque cemento,Gd,TA,Av,ALQ,444,Unf,0,76,520,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1464,0,0,1464,0,1,2,0,3,1,TA,6,Mínimo 2,1,Típica/Aceptable,Adosado,1997.0,Terminación regular,2,480,Típica/Aceptable,Típica/Aceptable,Sí,302,0,0,0,100,0,,,,0,10,2009,Escritura de garantía,Normal,175000
745,120,Residencial baja densidad,41.0,5395,Pavimentada,,Irregular leve,Ladera,Todos los servicios públicos,Interior,Suave,StoneBr,Normal,Normal,Adosado (ext.),1 planta,8,5,1993,1993,A dos aguas,Teja compuesta,Tablero duro,Tablero duro,Ninguno,0.0,Gd,TA,Hormigón vertido,Gd,TA,No,GLQ,733,Unf,0,604,1337,Gas aire forzado,Buena,Sí,Disyuntores estándar,1337,0,0,1337,1,0,2,0,2,1,Gd,5,Típico,1,Típica/Aceptable,Adosado,1993.0,Terminación regular,2,462,Típica/Aceptable,Típica/Aceptable,Sí,96,0,70,168,0,0,,,,0,10,2008,Escritura de garantía,Normal,180000
746,60,Residencial baja densidad,,8963,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,NWAmes,Normal,Normal,Unifamiliar,2 plantas,8,9,1976,1996,A cuatro aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ladrillo a la vista,289.0,Ex,Gd,Bloque cemento,TA,Gd,No,GLQ,575,ALQ,80,487,1142,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1175,1540,0,2715,0,1,3,1,4,1,Gd,11,Típico,2,Típica/Aceptable,Integrado,1994.0,Terminado,2,831,Típica/Aceptable,Típica/Aceptable,Sí,0,204,0,0,0,0,,,,0,7,2008,Escritura de garantía,Normal,299800
747,60,Residencial baja densidad,,8795,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,Gilbert,Normal,Normal,Unifamiliar,2 plantas,7,5,2000,2000,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,Gd,TA,Hormigón vertido,Gd,TA,No,GLQ,300,Unf,0,652,952,Gas aire forzado,Excelente,Sí,Disyuntores estándar,980,1276,0,2256,0,0,2,1,4,1,Gd,8,Típico,1,Típica/Aceptable,Integrado,2000.0,Terminado,2,554,Típica/Aceptable,Típica/Aceptable,Sí,224,54,0,0,0,0,,,,0,4,2009,Escritura de garantía,Normal,236000
748,70,Residencial media densidad,65.0,11700,Pavimentada,Pave,Irregular leve,Nivelado,Todos los servicios públicos,Esquina,Suave,OldTown,Normal,Normal,Unifamiliar,2 plantas,7,7,1880,2003,Mansarda,Teja compuesta,Estuco,Estuco,Ninguno,0.0,Gd,TA,Piedra,TA,Fa,No,Unf,0,Unf,0,1240,1240,Gas agua caliente,Típica/Aceptable,No,Disyuntores estándar,1320,1320,0,2640,0,0,1,1,4,1,Gd,8,Típico,1,Buena,Independiente,1950.0,Sin terminar,4,864,Típica/Aceptable,Típica/Aceptable,No,181,0,386,0,0,0,,,,0,5,2009,Escritura de garantía,Normal,265979
749,20,Residencial baja densidad,59.0,10593,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,NoRidge,Normal,Normal,Unifamiliar,1 planta,7,5,1996,1996,A cuatro aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ladrillo a la vista,338.0,Gd,TA,Hormigón vertido,Gd,TA,No,GLQ,919,Unf,0,801,1720,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1720,0,0,1720,1,0,2,0,3,1,Gd,7,Típico,1,Típica/Aceptable,Adosado,1996.0,Terminado,2,527,Típica/Aceptable,Típica/Aceptable,Sí,240,56,154,0,0,0,,,,0,3,2010,Escritura de garantía,Normal,260400
750,50,Residencial baja densidad,50.0,8405,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,Edwards,Normal,Normal,Unifamiliar,1.5 planta terminado,4,3,1945,1950,A dos aguas,Teja compuesta,Tejas madera,Tejas madera,Ninguno,0.0,TA,TA,Losa,,,,,0,,0,0,0,Pared,Típica/Aceptable,No,Fusibles frecuentes,1088,441,0,1529,0,0,2,0,4,1,TA,9,Moderado,0,,Independiente,1945.0,Sin terminar,1,240,Típica/Aceptable,Típica/Aceptable,No,92,0,185,0,0,0,,,,0,4,2009,Escritura de garantía,Normal,98000
751,50,Residencial media densidad,55.0,8800,Pavimentada,Grvl,Regular,Nivelado,Todos los servicios públicos,Esquina,Suave,OldTown,Normal,Normal,Unifamiliar,1.5 planta terminado,4,7,1910,2004,A dos aguas,Teja compuesta,Revestimiento madera,Revestimiento madera,Ninguno,0.0,TA,TA,Ladrillo-teja,TA,Fa,No,Unf,0,Unf,0,576,576,Gas aire forzado,Buena,Sí,Disyuntores estándar,792,348,0,1140,0,0,1,0,3,1,TA,7,Mínimo 2,0,,,,,0,0,,,No,0,160,0,0,0,0,,,,0,6,2010,Escritura de garantía,Normal,96500
752,60,Residencial baja densidad,,7750,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,Gilbert,Cerca de vía de tren — normal,Normal,Unifamiliar,2 plantas,7,5,2003,2003,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,Gd,TA,Hormigón vertido,Gd,TA,No,Unf,0,Unf,0,660,660,Gas aire forzado,Excelente,Sí,Disyuntores estándar,660,660,0,1320,0,0,2,1,3,1,Gd,6,Típico,0,,Adosado,2003.0,Terminado,2,400,Típica/Aceptable,Típica/Aceptable,Sí,0,48,0,0,0,0,,,,0,8,2007,Escritura de garantía,Normal,162000
753,20,Residencial baja densidad,79.0,9236,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,CollgCr,Normal,Normal,Unifamiliar,1 planta,6,5,1997,1997,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,TA,Gd,Hormigón vertido,Gd,TA,Gd,GLQ,1200,Unf,0,279,1479,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1494,0,0,1494,1,0,2,0,3,1,Gd,6,Típico,0,,Adosado,1997.0,Terminación regular,2,576,Típica/Aceptable,Típica/Aceptable,Sí,168,27,0,0,0,0,,,,0,7,2006,Escritura de garantía,Normal,217000
754,60,Residencial baja densidad,80.0,10240,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,NridgHt,Normal,Normal,Unifamiliar,2 plantas,8,5,2005,2005,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ladrillo a la vista,178.0,Gd,TA,Hormigón vertido,Gd,TA,Mn,Unf,0,Unf,0,1030,1030,Gas aire forzado,Buena,Sí,Disyuntores estándar,1038,1060,0,2098,0,0,2,1,3,1,Ex,8,Típico,1,Buena,Adosado,2005.0,Terminación regular,3,878,Típica/Aceptable,Típica/Aceptable,Sí,192,52,0,0,0,0,,,,0,3,2006,Escritura de garantía,Normal,275500
755,20,Residencial baja densidad,61.0,7930,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,NAmes,Normal,Normal,Unifamiliar,1 planta,6,8,1969,2005,A dos aguas,Teja compuesta,Contrachapado,Contrachapado,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,No,GLQ,439,LwQ,472,115,1026,Gas aire forzado,Buena,Sí,Disyuntores estándar,1026,0,0,1026,1,0,1,0,3,1,Gd,5,Típico,0,,Independiente,1969.0,Terminación regular,2,440,Típica/Aceptable,Típica/Aceptable,Sí,171,48,0,0,0,0,,,,0,7,2009,Escritura de garantía,Normal,156000
756,160,Residencial frente a parque,34.0,3230,Pavimentada,Pave,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,Somerst,Normal,Normal,Adosado (ext.),2 plantas,6,5,1999,1999,A dos aguas,Teja compuesta,Revestimiento metal,Revestimiento metal,Ladrillo a la vista,894.0,TA,TA,Hormigón vertido,Gd,TA,No,GLQ,381,Unf,0,348,729,Gas aire forzado,Buena,Sí,Disyuntores estándar,742,729,0,1471,0,0,2,1,3,1,TA,6,Típico,0,,Independiente,1999.0,Sin terminar,2,440,Típica/Aceptable,Típica/Aceptable,Sí,0,24,0,0,0,0,,,,0,3,2009,Escritura de garantía,Normal,172500
757,60,Residencial baja densidad,68.0,10769,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,CollgCr,Normal,Normal,Unifamiliar,2 plantas,8,5,2007,2007,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,Gd,TA,Hormigón vertido,Gd,TA,Av,GLQ,20,Unf,0,846,866,Gas aire forzado,Excelente,Sí,Disyuntores estándar,866,902,0,1768,0,0,2,1,3,1,Gd,7,Típico,0,,Adosado,2007.0,Terminación regular,2,578,Típica/Aceptable,Típica/Aceptable,Sí,144,105,0,0,0,0,,,,0,4,2009,Escritura de garantía,Normal,212000
758,60,Residencial baja densidad,,11616,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Cul-de-sac,Suave,Sawyer,Normal,Normal,Unifamiliar,2 plantas,6,5,1978,1978,A cuatro aguas,Teja compuesta,Tablero duro,Tablero duro,Ladrillo común,328.0,TA,TA,Bloque cemento,TA,TA,Mn,Rec,438,Unf,0,234,672,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,672,714,0,1386,0,0,2,1,3,1,TA,6,Típico,1,Típica/Aceptable,Adosado,1978.0,Terminado,2,440,Típica/Aceptable,Típica/Aceptable,Sí,335,0,0,0,0,0,,GdPrv,,0,4,2010,Escritura de garantía,Anormal,158900
759,160,Residencial frente a parque,24.0,2280,Pavimentada,Pave,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,Somerst,Normal,Normal,Adosado (int.),2 plantas,7,5,1999,1999,A dos aguas,Teja compuesta,Revestimiento metal,Revestimiento metal,Ladrillo a la vista,360.0,TA,TA,Hormigón vertido,Gd,TA,No,ALQ,549,Unf,0,195,744,Gas aire forzado,Buena,Sí,Disyuntores estándar,757,744,0,1501,0,0,2,1,3,1,TA,6,Típico,0,,Independiente,1999.0,Sin terminar,2,440,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,0,0,,,,0,8,2008,Escritura de garantía,Normal,179400
760,60,Residencial baja densidad,65.0,12257,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,NoRidge,Normal,Normal,Unifamiliar,2 plantas,8,5,1995,1995,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ladrillo a la vista,513.0,Gd,TA,Hormigón vertido,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1328,1203,0,2531,0,0,2,1,4,1,Gd,9,Típico,1,Típica/Aceptable,Adosado,1995.0,Terminación regular,3,752,Típica/Aceptable,Típica/Aceptable,Sí,222,98,0,0,0,0,,,,0,11,2007,Escritura de garantía,Normal,290000
761,20,Residencial baja densidad,70.0,9100,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,NAmes,Normal,Normal,Unifamiliar,1 planta,6,6,1959,1959,A cuatro aguas,Teja compuesta,Revestimiento madera,Revestimiento madera,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,No,Rec,612,Unf,0,252,864,Gas aire forzado,Excelente,Sí,Disyuntores estándar,864,0,0,864,0,0,1,0,2,1,TA,5,Típico,0,,Independiente,2008.0,Sin terminar,1,300,Excelente,Excelente,Sí,0,0,0,0,0,0,,,Shed,450,10,2009,Escritura de garantía,Normal,127500
762,30,Residencial media densidad,60.0,6911,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Frente a calle 2 lados,Suave,BrkSide,Calle alimentadora,Normal,Unifamiliar,1 planta,5,5,1924,1950,A dos aguas,Teja compuesta,Revestimiento madera,Revestimiento madera,Ninguno,0.0,TA,TA,Hormigón vertido,TA,TA,Mn,LwQ,405,Unf,0,740,1145,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,1301,0,0,1301,0,0,1,0,2,1,Fa,5,Mínimo 1,0,,Independiente,1965.0,Sin terminar,2,440,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,0,0,,,,0,10,2009,Escritura de garantía,Normal,100000
763,60,Residencial frente a parque,72.0,8640,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,Somerst,Normal,Normal,Unifamiliar,2 plantas,7,5,2009,2009,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,TA,TA,Hormigón vertido,Gd,TA,Mn,GLQ,24,Unf,0,732,756,Gas aire forzado,Excelente,Sí,Disyuntores estándar,764,783,0,1547,0,0,2,1,3,1,Gd,7,Típico,0,,Adosado,2009.0,Sin terminar,2,614,Típica/Aceptable,Típica/Aceptable,Sí,169,45,0,0,0,0,,,,0,6,2010,Contrato,Normal,215200
764,60,Residencial baja densidad,82.0,9430,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,NoRidge,Normal,Normal,Unifamiliar,2 plantas,8,5,1999,1999,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ladrillo a la vista,673.0,Gd,TA,Hormigón vertido,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1268,1097,0,2365,1,0,2,1,3,1,Gd,8,Típico,1,Buena,Adosado,1999.0,Terminación regular,3,856,Típica/Aceptable,Típica/Aceptable,Sí,0,128,0,0,180,0,,,,0,7,2009,Escritura de garantía,Normal,337000
765,120,Residencial baja densidad,30.0,9549,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Cul-de-sac,Suave,Veenker,Normal,Normal,Adosado (ext.),1 planta,8,5,1995,1996,A cuatro aguas,Teja compuesta,Ladrillo a la vista,Ladrillo a la vista,Ninguno,0.0,Gd,Gd,Hormigón vertido,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1494,0,0,1494,1,0,1,1,2,1,Ex,6,Típico,1,Buena,Adosado,1995.0,Terminado,2,481,Típica/Aceptable,Típica/Aceptable,Sí,0,30,0,0,216,0,,,,0,4,2006,Escritura de garantía,Normal,270000
766,20,Residencial baja densidad,75.0,14587,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,Somerst,Normal,Normal,Unifamiliar,1 planta,9,5,2008,2008,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Piedra,284.0,Gd,TA,Hormigón vertido,Gd,TA,No,Unf,0,Unf,0,1498,1498,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1506,0,0,1506,0,0,2,0,2,1,Ex,6,Típico,1,Buena,Adosado,2008.0,Terminado,2,592,Típica/Aceptable,Típica/Aceptable,Sí,0,174,0,0,0,0,,,,0,8,2008,Nuevo,Parcial,264132
767,60,Residencial baja densidad,80.0,10421,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,NWAmes,Normal,Normal,Unifamiliar,2 plantas,7,5,1988,1988,A dos aguas,Teja compuesta,Tablero duro,Tablero duro,Ladrillo a la vista,42.0,TA,TA,Bloque cemento,Gd,TA,No,GLQ,394,Unf,0,586,980,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,980,734,0,1714,0,0,2,1,3,1,TA,7,Típico,1,Típica/Aceptable,Adosado,1988.0,Sin terminar,2,496,Típica/Aceptable,Típica/Aceptable,Sí,228,66,156,0,0,0,,MnPrv,Shed,500,3,2010,Escritura de garantía,Normal,196500
768,50,Residencial baja densidad,75.0,12508,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,Mitchel,Normal,Normal,Unifamiliar,1.5 planta terminado,6,7,1940,1985,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,TA,TA,Bloque cemento,Gd,TA,Mn,ALQ,660,Unf,0,323,983,Gas aire forzado,Excelente,Sí,Disyuntores estándar,983,767,0,1750,1,0,2,0,4,1,TA,7,Moderado,0,,Adosado,1989.0,Sin terminar,1,423,Típica/Aceptable,Típica/Aceptable,Sí,245,0,156,0,0,0,,,Shed,1300,7,2008,Escritura de garantía,Normal,160000
769,20,Residencial baja densidad,70.0,9100,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,CollgCr,Normal,Normal,Unifamiliar,1 planta,7,5,2004,2005,A cuatro aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,Gd,TA,Hormigón vertido,Gd,TA,No,GLQ,24,Unf,0,1836,1860,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1836,0,0,1836,0,0,2,0,3,1,Gd,8,Típico,1,Buena,Adosado,2004.0,Terminado,2,484,Típica/Aceptable,Típica/Aceptable,Sí,120,33,0,0,0,0,,,,0,10,2006,Escritura de garantía,Normal,216837
770,60,Residencial baja densidad,47.0,53504,Pavimentada,,Irregular moderada,Ladera,Todos los servicios públicos,Cul-de-sac,Moderada,StoneBr,Normal,Normal,Unifamiliar,2 plantas,8,5,2003,2003,A cuatro aguas,Teja compuesta,Cemento-fibra,Tejas madera,Ladrillo a la vista,603.0,Ex,TA,Hormigón vertido,Gd,TA,Gd,ALQ,1416,Unf,0,234,1650,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1690,1589,0,3279,1,0,3,1,4,1,Ex,12,Moderado,1,Buena,Integrado,2003.0,Terminado,3,841,Típica/Aceptable,Típica/Aceptable,Sí,503,36,0,0,210,0,,,,0,6,2010,Escritura de garantía,Normal,538000
771,85,Residencial baja densidad,,7252,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Cul-de-sac,Suave,Sawyer,Normal,Normal,Unifamiliar,Entrada dividida,5,5,1982,1982,A cuatro aguas,Teja compuesta,Revestimiento madera,Revestimiento madera,Ninguno,0.0,TA,TA,Bloque cemento,Gd,TA,Av,GLQ,685,Unf,0,173,858,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,858,0,0,858,1,0,1,0,2,1,TA,5,Típico,0,,Independiente,1983.0,Sin terminar,2,576,Típica/Aceptable,Típica/Aceptable,Sí,120,0,0,0,0,0,,,,0,4,2009,Escritura de garantía,Normal,134900
772,20,Residencial baja densidad,67.0,8877,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,Edwards,Normal,Normal,Unifamiliar,1 planta,4,5,1951,1951,A dos aguas,Teja compuesta,Revestimiento madera,Revestimiento madera,Ninguno,0.0,TA,TA,Bloque cemento,Fa,Fa,No,LwQ,836,Unf,0,0,836,Gas aire forzado,Típica/Aceptable,Sí,Fusibles frecuentes,1220,0,0,1220,0,0,1,0,2,1,TA,6,Típico,0,,Independiente,1951.0,Sin terminar,2,396,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,0,0,,,,0,4,2006,Ejecución hipotecaria,Normal,102000
773,80,Residencial baja densidad,94.0,7819,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,Edwards,Normal,Normal,Unifamiliar,Nivel dividido,6,5,1976,1976,A dos aguas,Teja compuesta,Contrachapado,Contrachapado,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,Av,ALQ,422,BLQ,127,480,1029,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,1117,0,0,1117,1,0,1,0,3,1,TA,6,Típico,1,Típica/Aceptable,Independiente,1976.0,Sin terminar,2,672,Típica/Aceptable,Típica/Aceptable,Sí,144,0,0,0,0,0,,MnPrv,,0,3,2010,Escritura de garantía,Anormal,107000
774,20,Residencial baja densidad,70.0,10150,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,NAmes,Calle alimentadora,Normal,Unifamiliar,1 planta,5,5,1958,1958,A dos aguas,Teja compuesta,Revestimiento madera,Revestimiento madera,Ninguno,1.0,TA,TA,Bloque cemento,TA,TA,No,Rec,456,Unf,0,456,912,Gas aire forzado,Excelente,Sí,Fusibles antiguos,912,0,0,912,0,0,1,0,2,1,TA,5,Típico,0,,Adosado,1958.0,Terminación regular,1,275,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,0,0,,,,0,7,2007,Ejecución hipotecaria,Normal,114500
775,20,Residencial baja densidad,110.0,14226,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Esquina,Suave,NridgHt,Normal,Normal,Unifamiliar,1 planta,8,5,2006,2006,A cuatro aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ladrillo a la vista,375.0,Gd,TA,Hormigón vertido,Gd,TA,Av,Unf,0,Unf,0,1935,1935,Gas aire forzado,Buena,Sí,Disyuntores estándar,1973,0,0,1973,0,0,2,0,3,1,Gd,9,Típico,1,Buena,Adosado,2006.0,Terminado,3,895,Típica/Aceptable,Típica/Aceptable,Sí,315,45,0,0,0,0,,,,0,7,2007,Nuevo,Parcial,395000
776,120,Residencial media densidad,32.0,4500,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Frente a calle 2 lados,Suave,Mitchel,Normal,Normal,Adosado (ext.),1 planta,6,5,1998,1998,A cuatro aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ladrillo a la vista,320.0,TA,TA,Hormigón vertido,Ex,TA,No,GLQ,866,Unf,0,338,1204,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1204,0,0,1204,1,0,2,0,2,1,TA,5,Típico,0,,Adosado,1998.0,Terminado,2,412,Típica/Aceptable,Típica/Aceptable,Sí,0,247,0,0,0,0,,,,0,6,2009,Escritura de garantía,Normal,162000
777,20,Residencial baja densidad,86.0,11210,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,CollgCr,Normal,Normal,Unifamiliar,1 planta,7,5,2005,2006,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ladrillo a la vista,240.0,Gd,TA,Hormigón vertido,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1614,0,0,1614,0,0,2,0,3,1,Gd,7,Típico,0,,Adosado,2005.0,Terminación regular,3,865,Típica/Aceptable,Típica/Aceptable,Sí,144,59,0,0,0,0,,,,0,7,2006,Nuevo,Parcial,221500
778,20,Residencial baja densidad,100.0,13350,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,Sawyer,Normal,Normal,Unifamiliar,1 planta,5,5,1974,1974,A cuatro aguas,Teja compuesta,Tablero duro,Contrachapado,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,No,ALQ,762,Unf,0,102,864,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,894,0,0,894,1,0,1,0,3,1,TA,5,Típico,1,Regular,Adosado,1974.0,Sin terminar,2,440,Típica/Aceptable,Típica/Aceptable,Sí,241,0,0,0,0,0,,MnPrv,,0,6,2006,Escritura de garantía,Normal,142500
779,90,Residencial alta densidad,60.0,8400,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,SawyerW,Calle alimentadora,Normal,Dúplex,1 planta,5,5,1977,1977,A dos aguas,Teja compuesta,Contrachapado,Contrachapado,Ladrillo a la vista,320.0,TA,TA,Losa,,,,,0,,0,0,0,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,2020,0,0,2020,0,0,2,0,4,2,TA,10,Típico,2,Típica/Aceptable,Independiente,1977.0,Sin terminar,2,630,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,0,0,,,,0,10,2007,Escritura de garantía,Normal,144000
780,90,Residencial baja densidad,78.0,10530,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,Mitchel,Normal,Normal,Dúplex,Entrada dividida,6,5,1977,1977,A dos aguas,Teja compuesta,Contrachapado,Estuco imitación,Ladrillo a la vista,90.0,TA,TA,Bloque cemento,Gd,TA,Gd,GLQ,975,Unf,0,0,975,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,1004,0,0,1004,1,0,1,0,2,1,TA,4,Típico,0,,Adosado,1977.0,Sin terminar,2,504,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,0,0,,,,0,5,2006,Escritura de garantía,Normal,135000
